buyer_activity,contract_type,buyer_type,quality_criteria,Subnetwork_ID,Subgraph_ID,Node_ID,Winner_or_Buyer,Degree_Centrality,Betweenness_Centrality,Closeness_Centrality,Eigenvector_Centrality
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Tolnanémedi Község Önkormányzata ,Buyer,0.00046522447080716444,0.00046522447080716444,0.1108761251386274,1.3775744528596392e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Generál Építőipari Kft.,Winner,0.0018608978832286578,0.002675459291441058,0.13942853436253366,0.0005825431673258794
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Miske Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.12237055591927358,6.192796226039003e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Arrabau Építőipari Kft.,Winner,0.00046522447080716444,0.00015115185089913731,0.15649230097193403,0.005720687215037069
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Kunsziget Község Önkormányzata ,Buyer,0.0006978367062107466,0.0010585735885881467,0.1849111789754398,0.0516548505680551
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Borsod Konstrukció Építőipari Kft.,Winner,0.00046522447080716444,0.0019215996564934791,0.16396506350356613,0.005156283210855761
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Szomolya Község Önkormányzata ,Buyer,0.0009304489416143289,0.001997680091165825,0.1506993374697655,0.0014118028869860477
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Planandbau Plusz Építőipari Kivitelező Kft.,Winner,0.0006978367062107466,0.0007168480297468346,0.16051226524287796,0.005247139924276722
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Nagybaracska Község Önkormányzata ,Buyer,0.0006978367062107466,0.00020694526822461672,0.1411127523387494,0.0006417746841955422
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Gépliget Építőipari Kft.,Winner,0.0011630611770179111,0.0025218780850286243,0.1664537112324312,0.007377871286736096
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Dunavarsány Város Önkormányzata ,Buyer,0.0009304489416143289,0.0009689738477440729,0.14649855171238713,0.0010370562027998925
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Dunavarsányi Tiszta Víz Kft.,Winner,0.00023261223540358222,0.0,0.1277828968879113,0.00011026510894713578
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Efficient Gazdasági Tanácsadó És Kft.,Winner,0.00046522447080716444,5.495068741750919e-06,0.1277904937427544,0.00019583228915059643
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,O És R Építőipari Kft.,Winner,0.0011630611770179111,0.0025867230048293647,0.14822604558149158,0.0029447297075121696
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Szentlőrinc Város Önkormányzat ,Buyer,0.0016282856478250756,0.002537489336048751,0.15394807520143242,0.0070914427524066525
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Tmátrix Vállalkozási Kft.,Winner,0.0006978367062107466,0.0009303406995317772,0.16620916296153102,0.009149139589315094
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Oroszlány Város Önkormányzata ,Buyer,0.0025587345894394044,0.013796457478442518,0.19929535023874648,0.08414795856096154
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Létesítményeket Üzemeltető Nonprofit Kft.,Buyer,0.00023261223540358222,0.0,0.14252561084772736,0.0009722609486292146
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Lokberg Kft.,Winner,0.00046522447080716444,0.0005843717965748708,0.1616834029109782,0.0071075568370716985
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Fertőhomok Község Önkormányzata ,Buyer,0.0011630611770179111,0.004587238026709252,0.19223717748066002,0.062726322238584
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Oriental Lux Kft.,Winner,0.0034891835310537334,0.027732630775513765,0.18400890296622865,0.011668068410664855
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Pusztadobos Község Önkormányzata ,Buyer,0.0009304489416143289,0.0015389018457019118,0.15833670951346174,0.0015171737338847498
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Szc Stúdió Építőipari Kft.,Winner,0.00209351011863224,0.004467970002199927,0.1623182933736077,0.006035757535728745
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Bonyhád Város Önkormányzata ,Buyer,0.0016282856478250756,0.0016742552121851808,0.14596136217023734,0.0026174350713727484
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Cívisút Kft.,Winner,0.0011630611770179111,0.001158574754314526,0.153103743010791,0.0022605491147110125
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Hajdúsámson Város Önkormányzata ,Buyer,0.0018608978832286578,0.0054037637353630645,0.16581170208662785,0.0044432039515257815
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Házmesterbau Kft.,Winner,0.0006978367062107466,0.0005048814488580906,0.14577328676545387,0.0011908644694621012
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Heresznye Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.12723075557133978,0.0001265909643563361
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Inda Nyugat Építőipari Kft.,Winner,0.0006978367062107466,0.0006249666097562001,0.1727963342578078,0.01617931974710007
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Kőszeg Város Önkormányzata ,Buyer,0.0034891835310537334,0.014877775626641176,0.19353531715662,0.08411545096199896
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Vasi Tandem Építőipari És Kft.,Winner,0.00023261223540358222,0.0,0.12945285916468427,0.0010945796362045895
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Körmend Város Önkormányzata ,Buyer,0.0023261223540358223,0.00467418740267291,0.14869772750856075,0.010301199666346966
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Vianova 87 Közmű És Útépítő Zrt.,Winner,0.0046522447080716445,0.024745362833745826,0.1896757114493713,0.0828898252083263
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Budapest Főváros Iii. Kerület Óbudabékásmegyer Önkormányzat ,Buyer,0.0025587345894394044,0.004411339541096538,0.16710071131496093,0.019383296072444253
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Méje Építőipari Kft.,Winner,0.0018608978832286578,0.025246496950058733,0.17137731712178592,0.015561190609603556
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Kaposhomok Község Önkormányzata ,Buyer,0.00046522447080716444,0.021631530745459975,0.14677865410222268,0.0016807984409217787
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Egberstone Kft.,Winner,0.0016282856478250756,0.0033264969050535854,0.148708014805078,0.0009348751733428057
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Csökmő Nagyközség Önkormányzata ,Buyer,0.0006978367062107466,0.001250137435370292,0.13878038544726734,0.00030339883247704284
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Szolnok Aszfalt Kft.,Winner,0.0018608978832286578,0.011341231767987573,0.16700982867798453,0.006060547190029542
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Tiszapüspöki Községi Önkormányzat ,Buyer,0.0006978367062107466,0.0005394191789371172,0.1445090591280379,0.0007233976983030091
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Mezőkeresztes Város Önkormányzata ,Buyer,0.0009304489416143289,0.0009759862994965434,0.14674859190988224,0.0013673571197315656
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Strabag Általános Építő Kft.,Winner,0.013258897418004187,0.2315756051101044,0.22544443861765168,0.4393915517870965
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Székesfehérvár Megyei Jogú Város Önkormányzata ,Buyer,0.008141428239125378,0.04700216207764147,0.20653374969973576,0.14135339081306975
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Lang Szolg Kft.,Winner,0.004419632472668062,0.009298803896529609,0.15780200418456117,0.014802063688363998
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Écs Községi Önkormányzat ,Buyer,0.0016282856478250756,0.012709712222851813,0.18508632195289965,0.051947172100669924
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Nyúl Községi Önkormányzat ,Buyer,0.00046522447080716444,5.973291373247513e-05,0.13891491905515882,0.0017148015825083878
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Draskovics Kft.,Winner,0.00023261223540358222,0.0,0.10987297773915711,6.325024984817452e-06
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Hévíz Város Önkormányzat ,Buyer,0.0009304489416143289,0.0013953486861738383,0.12343162307272675,5.952054860846757e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Útéppark Útépítő És Mélyépítő Kft.,Winner,0.004884856943475227,0.029719962632678315,0.19395443266411008,0.04404497253269983
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Mór Városi Önkormányzat ,Buyer,0.0016282856478250756,0.003592735527536857,0.16442914515203672,0.008820886342771022
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Széles Út Építőipari És Kft.,Winner,0.0037217957664573155,0.013190656213056644,0.1731861579986303,0.012258629508754879
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Nyergesújfalu Város Önkormányzata ,Buyer,0.0013956734124214933,0.006887779036336282,0.18778665967763072,0.05041930900476661
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Ékisz Építőipari Kft.,Winner,0.00209351011863224,0.017514096272262886,0.18000251224720512,0.016514284720688853
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Szentes Város Önkormányzata ,Buyer,0.0011630611770179111,0.0010072681471842446,0.16054823169137694,0.004628116588072875
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Bódvaép Kft.,Winner,0.0016282856478250756,0.002797839190133712,0.13872664493852657,0.000265095031623282
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Ziliz Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.12182956896307422,2.8180116604756247e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Rtn Plusz Nonprofit Kft.,Winner,0.0016282856478250756,0.004543232215412015,0.16754355197006898,0.005785322676364021
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Tarpa Nagyközség Önkormányzata ,Buyer,0.0006978367062107466,0.0008961889404982914,0.14389958158995816,0.0006380681620830258
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Pritamin Trend Kft.,Winner,0.00046522447080716444,0.0003076602718182043,0.1416988035202215,0.0006118739078660884
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Rétság Város Önkormányzata ,Buyer,0.0011630611770179111,0.0012231272947255535,0.1377575543948473,0.0007101898884998414
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Greengoes Kft.,Winner,0.0016282856478250756,0.004259198342727803,0.15201018351543438,0.0023232094587828087
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Penta Általános Építőipari Kft.,Winner,0.00628053035589672,0.09205173685578578,0.20797252189057133,0.13050982523260032
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Balassagyarmat Város Önkormányzata ,Buyer,0.0023261223540358223,0.014100015645531164,0.1753906409367223,0.01641705128540514
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Bólem Építőipari Kft.,Winner,0.0032565712956501513,0.010218270639081269,0.19061765618764687,0.04055783095797376
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Mezőkovácsháza Város Önkormányzata ,Buyer,0.0013956734124214933,0.004746277760523534,0.18212243168820166,0.031421612943170814
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Középút Építő És Kft.,Winner,0.0006978367062107466,0.0003158866822976094,0.14959807913143333,0.0012598744977765472
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Gávavencsellő Nagyközség Önkormányzata ,Buyer,0.0009304489416143289,0.0011546465646770528,0.1674261011800444,0.005465312250104098
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Horváth És Társai Bt.,Winner,0.00046522447080716444,0.00046522447080716444,0.10303175554224087,3.80260810968608e-06
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Somogytúr Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.09340981683071507,4.040231883447189e-07
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Rokla Építőipari Kft.,Winner,0.0006978367062107466,0.0006137280531258218,0.17553386958474543,0.016219055808219272
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Répszolg Környezetgazdálkodási És Foglalkoztatási Nonprofit Közhasznú Kft.,Buyer,0.00023261223540358222,0.0,0.14932786828302477,0.0017242777373802955
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Folyondár2008 Kft.,Winner,0.00046522447080716444,0.00046522447080716444,0.1200670297444491,9.909251375076473e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Kővágóörs Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.10719896267112186,1.0527409155153136e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Skc Energyenvironment Kft.,Winner,0.0018608978832286578,0.004517541048336043,0.16017735385073958,0.011079822157747455
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Egerfarmos Község Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.13806725118026786,0.0011773151687565334
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Kaposvölgyi Vizitársulat ,Winner,0.0034891835310537334,0.007005939752712908,0.15241978372628967,0.006972692661917766
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Balatonfenyves Község Önkormányzata ,Buyer,0.0013956734124214933,0.0013289419430535616,0.15309283857412484,0.0026752516582041323
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Stylus Építő És Üzemeltető Zrt.,Winner,0.0011630611770179111,0.002684491031449322,0.1545457813567243,0.00439935340069301
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Alsóörs Község Önkormányzata ,Buyer,0.0011630611770179111,0.004119059494670208,0.18107914578155931,0.03834737714141232
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Aventik Építőipari És Kft.,Winner,0.0011630611770179111,0.0007946031710900645,0.14664847347774176,0.0009312152731191757
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Bihartorda Községi Önkormányzat ,Buyer,0.0006978367062107466,0.0002747732617344285,0.1478183131038751,0.0016825080585591518
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Deberép Kft.,Winner,0.00046522447080716444,0.00015996965967413448,0.14247837470586286,0.000580951823918619
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Mád Község Önkormányzata ,Buyer,0.0018608978832286578,0.003658843390943914,0.16540340887230195,0.004584695576530713
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Komáromesztergom Megyei Önkormányzat ,Buyer,0.00046522447080716444,4.826455512364353e-05,0.14855385465980164,0.001974034208949815
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Reálber Építőipari Kft.,Winner,0.0006978367062107466,0.0013987194402386729,0.13931105998250104,0.000627172447061226
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Nyékládháza Város Önkormányzata ,Buyer,0.0011630611770179111,0.002343907522223545,0.16137993167911707,0.0031835905039862733
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Jrm Produkció Kft.,Winner,0.0018608978832286578,0.003481367756987689,0.13259106190050274,0.00013365605790730095
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Szűcsi Községi Önkormányzat ,Buyer,0.00023261223540358222,0.0,0.11707197516407505,1.421221416044129e-05
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Kavicsút Építési És Kft.,Winner,0.00023261223540358222,0.0,0.13438994654412453,0.0002752606172936481
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Hatvan Város Önkormányzata ,Buyer,0.0016282856478250756,0.0037960235807623388,0.15524899786934382,0.002588270184531296
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Ecosaving Energetikai És Építőipari Kft.,Winner,0.0027913468248429866,0.006576452509358253,0.16241641165136575,0.0057152781543395904
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Pest Megye Önkormányzata ,Buyer,0.0009304489416143289,0.0012131333331745063,0.14020154583700226,0.0007523689989692763
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Lisznyai Épitőipari Kft.,Winner,0.0011630611770179111,0.001987305112389966,0.148780065755321,0.0010810919422027004
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Kisköre Városi Önkormányzat ,Buyer,0.00046522447080716444,3.1774853778495582e-06,0.12952306348106415,0.00018977932510184185
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Óvár Építőipari Kft.,Winner,0.0009304489416143289,0.00048327263654363684,0.1678706704674138,0.01725727648496781
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Mosonmagyaróvár Város Önkormányzata ,Buyer,0.0027913468248429866,0.007824100172276664,0.1981562572021203,0.10070676990492514
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Debrecen Megyei Jogú Város Önkormányzata ,Buyer,0.009304489416143289,0.06548420220873112,0.20210615391848055,0.10160829928732291
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Harmath És Társai Ipari És Kft.,Winner,0.0011630611770179111,0.003626557330661251,0.1719393672759269,0.013684336879651201
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Szeged Megyei Jogú Város Önkormányzata ,Buyer,0.005815305885089555,0.03050674243069482,0.2024678566382518,0.1171941797187604
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Vnyhbau Építőipari Kft.,Winner,0.0009304489416143289,0.00460631997564806,0.16635065588360484,0.005505435501068721
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Kisvárda Város Önkormányzata ,Buyer,0.0032565712956501513,0.006061994771004557,0.1597013262008247,0.003362573431634766
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Nyfbau Generálkivitelező És Szállítási Kft.,Winner,0.00046522447080716444,0.0001300700878254367,0.14219561406410214,0.000554884740123282
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Kovács Bau Építőipari És Kft.,Winner,0.0013956734124214933,0.0025694850379747794,0.1571674039410668,0.004462454304381213
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Beled Város Önkormányzata ,Buyer,0.00023261223540358222,0.0,0.13582509241414173,0.00047424085725009205
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Fix Modul Kft.,Winner,0.00023261223540358222,0.0,0.09988150832926744,5.371086983793622e-07
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Mezőtárkány Község Önkormányzata ,Buyer,0.00046522447080716444,0.00046522447080716444,0.11096198022868647,5.045160171762847e-06
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Kova Bau Köve Kft.,Winner,0.0006978367062107466,0.0006087773002445425,0.13046645018360595,0.00023055555003341353
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Madaras Község Önkormányzata ,Buyer,0.0011630611770179111,0.0006074423783254253,0.12305710605410047,0.00013652275643698028
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Poseidon Power Kft.,Winner,0.00046522447080716444,0.00025883054627583255,0.1594762028415625,0.006362317370032134
KL - Általános közszolgáltatások,Építési beruházás,N - Regionális/helyi szintű,Igen,network_428,network_428_0,Taksony Nagyközség Önkormányzata ,Buyer,0.00046522447080716444,4.4850569174576644e-05,0.14559555660920515,0.0013974970791149758
